Individual,Sex,Year,Locality,BCI
501,Male,2010,Plateau,6.682514527
501,Male,2010,Plateau,6.67625746
501,Male,2016,Plateau,7.021052632
501,Male,2021,Plateau,6.734042553
501,Male,2017,Plateau,6.783783784
501,Male,2011,Plateau,6.600958977
501,Male,2008,Plateau,6.49183147
501,Male,2011,Plateau,6.861702128
501,Male,2009,Plateau,7.010668408
502,Male,2009,Plateau,6.418806269
502,Male,2010,Plateau,6.627712855
502,Male,2012,Plateau,6.757660167
502,Male,2014,Plateau,7.213024283
502,Male,2008,Plateau,6.956424954
503,Male,2016,Plateau,6.434065934
503,Male,2016,Plateau,6.453038674
503,Male,2010,Plateau,6.298342541
503,Male,2016,Plateau,6.543956044
503,Male,2021,Plateau,6.612021858
503,Male,2013,Plateau,6.46961326
503,Male,2018,Plateau,6.697802198
503,Male,2020,Plateau,6.441340782
503,Male,2009,Plateau,6.688815061
503,Male,2017,Plateau,6.774725275
503,Male,2015,Plateau,6.87534626
503,Male,2011,Plateau,6.553672316
503,Male,2008,Plateau,6.628851073
504,Male,2010,Plateau,5.118196811
504,Male,2009,Plateau,5.304966115
504,Male,2008,Plateau,5.091134113
504,Male,2010,Plateau,5.627099664
504,Male,2009,Plateau,5.615719549
505,Male,2010,Plateau,5.756979034
505,Male,2017,Plateau,6.091954023
505,Male,2013,Plateau,6.122565865
505,Male,2011,Plateau,5.876585928
505,Male,2016,Plateau,6.454545455
505,Male,2008,Plateau,5.840656122
505,Male,2011,Plateau,6.29587156
505,Male,2019,Plateau,6.525714286
506,Male,2015,Plateau,5.561959654
506,Male,2009,Plateau,5.198107629
506,Male,2014,Plateau,5.601156069
506,Male,2011,Plateau,5.391812865
506,Male,2021,Plateau,5.546511628
506,Male,2013,Plateau,5.562130178
506,Male,2008,Plateau,5.23730619
506,Male,2012,Plateau,5.656976744
506,Male,2011,Plateau,5.402366864
507,Male,2021,Plateau,5.810810811
507,Male,2017,Plateau,6.451086957
507,Male,2008,Plateau,5.785953177
507,Male,2019,Plateau,6.266304348
507,Male,2022,Plateau,6.652173913
507,Male,2011,Plateau,6.498630137
507,Male,2010,Plateau,6.440866185
507,Male,2016,Plateau,6.989071038
507,Male,2010,Plateau,6.580110497
508,Male,2011,Plateau,6.832
508,Male,2008,Plateau,6.800255809
508,Male,2016,Plateau,7.377659574
508,Male,2016,Plateau,7.377659574
508,Male,2010,Plateau,7.339400428
508,Male,2013,Plateau,7.449197861
508,Male,2011,Plateau,7.150508838
508,Male,2011,Plateau,7.234042553
509,Male,2009,Plateau,5.318772137
509,Male,2008,Plateau,5.258482857
510,Male,2009,Plateau,5.661366416
510,Male,2010,Plateau,5.963729365
510,Male,2008,Plateau,6.279015785
512,Male,2008,Plateau,4.884814859
513,Female,2008,Plateau,5.693535869
515,Male,2011,Plateau,6.268817204
515,Male,2022,Plateau,6.777777778
515,Male,2016,Plateau,6.857142857
515,Male,2017,Plateau,6.895442359
515,Male,2010,Plateau,6.824973319
515,Male,2008,Plateau,6.515993311
515,Male,2015,Plateau,7.118822292
515,Male,2009,Plateau,6.753414346
515,Male,2019,Plateau,6.888297872
515,Male,2011,Plateau,6.823529412
515,Male,2013,Plateau,7.106989247
516,Male,2009,Plateau,5.320583548
516,Male,2008,Plateau,5.099046222
516,Male,2010,Plateau,5.485950614
516,Male,2012,Plateau,5.875
517,Male,2008,Plateau,6.331578947
517,Male,2019,Plateau,6.604166667
517,Male,2011,Plateau,6.742344245
517,Male,2021,Plateau,7.168421053
517,Male,2009,Plateau,6.817447496
517,Male,2012,Plateau,6.970509383
517,Male,2018,Plateau,7.107526882
517,Male,2017,Plateau,7.301075269
518,Male,2011,Plateau,5.547683924
518,Male,2008,Plateau,5.572469283
518,Male,2018,Plateau,5.972527473
518,Male,2016,Plateau,6.464864865
518,Male,2017,Plateau,5.988888889
518,Male,2009,Plateau,5.906684315
518,Male,2019,Plateau,6.256830601
518,Male,2010,Plateau,6.094182825
518,Male,2023,Plateau,6.489130435
518,Male,2020,Plateau,6.375690608
519,Male,2008,Plateau,5.783078308
519,Male,2012,Plateau,6.096045198
519,Male,2009,Plateau,6.079865017
519,Male,2011,Plateau,5.968289921
519,Male,2011,Plateau,5.997719498
520,Male,2008,Plateau,5.205233309
520,Male,2011,Plateau,5.71509009
520,Male,2011,Plateau,6.044077135
520,Male,2016,Plateau,6.552486188
520,Male,2017,Plateau,6.127071823
520,Male,2015,Plateau,6.509229099
520,Male,2012,Plateau,6.196629213
520,Male,2016,Plateau,6.683473389
520,Male,2010,Plateau,6.196751108
520,Male,2018,Plateau,6.64640884
520,Male,2019,Plateau,6.46961326
520,Male,2011,Plateau,6.156443444
520,Male,2022,Plateau,6.714285714
521,Male,2010,Plateau,7.128432956
521,Male,2016,Plateau,7.464646465
521,Male,2008,Plateau,7.288570997
521,Male,2009,Plateau,7.486932459
521,Male,2017,Plateau,7.680412371
521,Male,2019,Plateau,7.510204082
521,Male,2011,Plateau,7.598566308
521,Male,2018,Plateau,7.775510204
521,Male,2009,Plateau,7.513086318
521,Male,2012,Plateau,7.768679632
521,Male,2015,Plateau,7.984810127
521,Male,2023,Plateau,7.753846154
521,Male,2022,Plateau,8.153061224
522,Male,2017,Plateau,5.863636364
522,Male,2016,Plateau,6.276836158
522,Male,2010,Plateau,5.72147843
522,Male,2008,Plateau,5.509343665
522,Male,2018,Plateau,6.159090909
522,Male,2022,Plateau,6.163841808
522,Male,2012,Plateau,5.837209302
522,Male,2022,Plateau,6.438202247
522,Male,2019,Plateau,6.079545455
522,Male,2012,Plateau,6.090909091
522,Male,2009,Plateau,6.132830361
522,Male,2021,Plateau,6.267045455
522,Male,2015,Plateau,6.25
523,Male,2016,Plateau,6.050561798
523,Male,2019,Plateau,5.578651685
523,Male,2008,Plateau,5.484807864
523,Male,2009,Plateau,5.705823181
523,Male,2011,Plateau,5.944444444
523,Male,2014,Plateau,6
523,Male,2022,Plateau,6.134831461
523,Male,2015,Plateau,6.17581187
523,Male,2017,Plateau,6.097142857
523,Male,2009,Plateau,5.913609873
523,Male,2009,Plateau,5.974914481
523,Male,2010,Plateau,6.144018583
523,Male,2017,Plateau,6.778409091
524,Male,2008,Plateau,5.308568005
524,Male,2016,Plateau,5.698795181
524,Male,2016,Plateau,6
524,Male,2009,Plateau,5.780312125
524,Male,2018,Plateau,5.909090909
524,Male,2010,Plateau,5.864570738
524,Male,2011,Plateau,5.561035758
524,Male,2017,Plateau,6.055214724
524,Male,2019,Plateau,5.902439024
525,Male,2016,Plateau,6.826815642
525,Male,2017,Plateau,6.761111111
525,Male,2008,Plateau,6.504479982
525,Male,2011,Plateau,6.662857143
526,Male,2011,Plateau,5.984970478
526,Male,2009,Plateau,6.245963402
526,Male,2018,Plateau,6.529411765
526,Male,2008,Plateau,6.136192221
526,Male,2009,Plateau,6.231695412
526,Male,2009,Plateau,6.338104533
526,Male,2017,Plateau,6.630434783
526,Male,2019,Plateau,6.722826087
527,Male,2008,Plateau,5.904334828
527,Male,2013,Plateau,6.647531573
527,Male,2011,Plateau,6.576524741
528,Male,2011,Plateau,5.46912114
528,Male,2023,Plateau,6.179640719
528,Male,2008,Plateau,5.361656036
528,Male,2013,Plateau,6.017751479
528,Male,2010,Plateau,5.98820059
528,Male,2018,Plateau,5.994047619
528,Male,2016,Plateau,6.363095238
528,Male,2011,Plateau,5.686039545
528,Male,2009,Plateau,5.774928947
528,Male,2011,Plateau,5.874251497
528,Male,2022,Plateau,6.202380952
528,Male,2017,Plateau,6.103030303
528,Male,2021,Plateau,6.148809524
528,Male,2014,Plateau,6.18452381
528,Male,2012,Plateau,6.207932692
529,Male,2010,Plateau,6.52173913
529,Male,2018,Plateau,6.751351351
529,Male,2019,Plateau,6.357142857
529,Male,2017,Plateau,6.574585635
529,Male,2012,Plateau,6.210227273
529,Male,2016,Plateau,7.065217391
529,Male,2021,Plateau,6.72826087
529,Male,2015,Plateau,6.940860215
529,Male,2011,Plateau,6.75734494
529,Male,2009,Plateau,6.652289317
529,Male,2011,Plateau,7.079889807
529,Male,2008,Plateau,7.124765995
530,Male,2008,Plateau,7.740441466
531,Male,2009,Plateau,5.301612221
531,Male,2008,Plateau,5.234225621
531,Male,2009,Plateau,5.804271751
532,Male,2011,Plateau,6.472491909
532,Male,2011,Plateau,6.511123169
532,Male,2016,Plateau,6.994594595
532,Male,2009,Plateau,6.575527883
532,Male,2008,Plateau,6.438049473
532,Male,2017,Plateau,6.846153846
532,Male,2010,Plateau,6.903652325
532,Male,2017,Plateau,6.85326087
532,Male,2019,Plateau,6.918032787
533,Male,2009,Plateau,7.619427546
533,Male,2016,Plateau,8.01980198
533,Male,2017,Plateau,8.089108911
533,Male,2019,Plateau,7.721393035
533,Male,2008,Plateau,7.766651721
533,Male,2023,Plateau,8.247524752
533,Male,2013,Plateau,8.158415842
534,Male,2009,Plateau,6.879030682
534,Male,2008,Plateau,6.860158311
534,Male,2012,Plateau,7.136606709
534,Male,2017,Plateau,7.419512195
534,Male,2009,Plateau,6.986131748
534,Male,2016,Plateau,7.531707317
534,Male,2009,Plateau,7.135135135
534,Male,2010,Plateau,7.331707317
534,Male,2011,Plateau,7.206896552
534,Male,2018,Plateau,7.533980583
534,Male,2016,Plateau,7.72815534
534,Male,2022,Plateau,7.825242718
534,Male,2021,Plateau,7.833333333
534,Male,2011,Plateau,7.847466131
535,Male,2010,Plateau,6.646361362
535,Male,2013,Plateau,6.718403548
535,Male,2023,Plateau,7.066298343
535,Male,2016,Plateau,6.977777778
535,Male,2021,Plateau,6.988888889
535,Male,2022,Plateau,7.116022099
535,Male,2017,Plateau,6.726256983
535,Male,2019,Plateau,6.777777778
535,Male,2008,Plateau,6.691821108
535,Male,2015,Plateau,7.209809264
535,Male,2018,Plateau,7.17679558
536,Male,2016,Plateau,5.483679525
536,Male,2013,Plateau,5.384615385
536,Male,2014,Plateau,5.543352601
536,Male,2018,Plateau,5.576470588
536,Male,2011,Plateau,5.056716418
536,Male,2008,Plateau,4.753243604
536,Male,2011,Plateau,5.065947242
536,Male,2011,Plateau,5.22334723
536,Male,2017,Plateau,5.431137725
536,Male,2022,Plateau,5.735294118
537,Male,2016,Plateau,6.560846561
537,Male,2008,Plateau,5.964182923
537,Male,2011,Plateau,6.144067797
537,Male,2016,Plateau,6.505319149
537,Male,2021,Plateau,6.608465608
537,Male,2018,Plateau,6.689473684
537,Male,2022,Plateau,6.638297872
537,Male,2017,Plateau,6.748663102
537,Male,2019,Plateau,6.459893048
538,Male,2010,Plateau,6.946721311
538,Male,2008,Plateau,6.724155631
538,Male,2011,Plateau,6.919896641
539,Male,2009,Plateau,5.991087638
539,Male,2013,Plateau,6.25136612
539,Male,2010,Plateau,6.169116034
539,Male,2008,Plateau,5.955716719
539,Male,2011,Plateau,6.220385675
540,Male,2009,Plateau,6.227701994
540,Male,2011,Plateau,6.148148148
540,Male,2016,Plateau,6.851851852
540,Male,2015,Plateau,6.763636364
540,Male,2009,Plateau,6.413668299
540,Male,2017,Plateau,6.787234043
540,Male,2011,Plateau,6.490206458
540,Male,2008,Plateau,6.450927254
540,Male,2016,Plateau,7.089473684
541,Male,2009,Plateau,5.60833238
541,Male,2010,Plateau,5.84245326
541,Male,2016,Plateau,6.264367816
541,Male,2008,Plateau,5.545937211
541,Male,2011,Plateau,5.742459397
541,Male,2011,Plateau,6.068571429
541,Male,2015,Plateau,6.278409091
541,Male,2011,Plateau,5.892236385
542,Male,2009,Plateau,5.408450704
542,Male,2015,Plateau,5.607162843
542,Male,2020,Plateau,5.798882682
542,Male,2017,Plateau,5.581395349
542,Male,2018,Plateau,5.706896552
542,Male,2016,Plateau,5.98265896
542,Male,2014,Plateau,5.802816901
542,Male,2008,Plateau,5.248474281
542,Male,2019,Plateau,5.803468208
543,Male,2011,Plateau,5.546558704
543,Male,2019,Plateau,5.9375
543,Male,2008,Plateau,5.509210984
543,Male,2009,Plateau,5.77967865
543,Male,2012,Plateau,5.902298851
543,Male,2011,Plateau,6.045584046
543,Male,2017,Plateau,6.25862069
543,Male,2013,Plateau,6.224137931
543,Male,2018,Plateau,6.403409091
543,Male,2016,Plateau,6.617142857
543,Male,2017,Plateau,6.194285714
543,Male,2022,Plateau,6.4375
543,Male,2015,Plateau,6.605042017
543,Male,2020,Plateau,6.568965517
544,Male,2011,Plateau,5.179257362
544,Male,2016,Plateau,5.955414013
544,Male,2023,Plateau,5.849056604
544,Male,2013,Plateau,5.732484076
544,Male,2018,Plateau,5.796178344
544,Male,2011,Plateau,5.391025641
544,Male,2008,Plateau,5.139519792
544,Male,2009,Plateau,5.491105955
544,Male,2019,Plateau,5.583333333
544,Male,2010,Plateau,5.594405594
544,Male,2009,Plateau,5.502081165
545,Male,2016,Plateau,5.529761905
545,Male,2010,Plateau,5.10460251
545,Male,2009,Plateau,5.083234245
545,Male,2008,Plateau,4.765060241
545,Male,2016,Plateau,5.392857143
545,Male,2011,Plateau,5.198795181
546,Male,2022,Plateau,6.097701149
546,Male,2019,Plateau,6.166666667
546,Male,2016,Plateau,6.265895954
546,Male,2008,Plateau,5.656482246
546,Male,2017,Plateau,6.216374269
546,Male,2019,Plateau,6.144508671
546,Male,2013,Plateau,6.269794721
546,Male,2009,Plateau,5.975812189
546,Male,2015,Plateau,6.460126219
547,Male,2017,Plateau,5.808988764
547,Male,2008,Plateau,5.673274094
547,Male,2011,Plateau,6.03943662
547,Male,2016,Plateau,6.342696629
547,Male,2019,Plateau,6.13559322
547,Male,2009,Plateau,6.13111413
547,Male,2014,Plateau,6.405555556
547,Male,2012,Plateau,6.352874859
547,Male,2021,Plateau,6.488764045
547,Male,2021,Plateau,6.308988764
547,Male,2013,Plateau,6.395480226
547,Male,2009,Plateau,6.309469869
547,Male,2017,Plateau,6.477272727
547,Male,2010,Plateau,6.557746479
548,Male,2023,Plateau,7.849514563
548,Male,2009,Plateau,7.749634681
548,Male,2012,Plateau,7.826086957
548,Male,2022,Plateau,7.927184466
548,Male,2022,Plateau,7.87804878
548,Male,2016,Plateau,7.985294118
548,Male,2010,Plateau,7.768651608
548,Male,2017,Plateau,7.995098039
548,Male,2011,Plateau,7.754901961
548,Male,2017,Plateau,7.805825243
548,Male,2015,Plateau,8.024038462
548,Male,2011,Plateau,7.681441792
548,Male,2016,Plateau,8.108374384
548,Male,2008,Plateau,7.77229898
548,Male,2021,Plateau,8.112745098
548,Male,2011,Plateau,8.064039409
548,Male,2014,Plateau,8.141119221
549,Male,2011,Plateau,6.165207877
549,Male,2009,Plateau,6.392993979
549,Male,2009,Plateau,6.347029459
549,Male,2008,Plateau,6.244473917
550,Male,2011,Plateau,5.631229236
550,Male,2012,Plateau,5.88691796
550,Male,2009,Plateau,5.752162678
550,Male,2008,Plateau,5.735047513
550,Male,2010,Plateau,6.105204253
550,Male,2011,Plateau,6.016853933
550,Male,2011,Plateau,6.101021566
551,Male,2016,Plateau,5.793939394
551,Male,2009,Plateau,5.271672772
551,Male,2010,Plateau,5.376607471
551,Male,2019,Plateau,5.503030303
551,Male,2022,Plateau,5.813253012
551,Male,2008,Plateau,5.195606565
551,Male,2017,Plateau,5.865030675
551,Male,2015,Plateau,6.083832335
551,Male,2011,Plateau,5.649230769
552,Male,2008,Plateau,5.131810193
553,Male,2022,Plateau,6.173184358
553,Male,2011,Plateau,5.973229225
553,Male,2018,Plateau,6.458563536
553,Male,2008,Plateau,5.929451288
553,Male,2009,Plateau,6.194936991
553,Male,2016,Plateau,6.779005525
553,Male,2010,Plateau,6.292134831
553,Male,2017,Plateau,6.466292135
553,Male,2014,Plateau,6.398891967
553,Male,2017,Plateau,6.296089385
554,Male,2017,Plateau,6.532967033
554,Male,2018,Plateau,6.801104972
554,Male,2009,Plateau,6.585503964
554,Male,2019,Plateau,6.755555556
554,Male,2008,Plateau,6.459371242
554,Male,2016,Plateau,7.275280899
555,Male,2010,Plateau,4.754220457
555,Male,2016,Plateau,5.530120482
555,Male,2022,Plateau,5.761904762
555,Male,2017,Plateau,5.298780488
555,Male,2008,Plateau,4.880490552
555,Male,2020,Plateau,5.678787879
555,Male,2011,Plateau,5.384615385
556,Male,2016,Plateau,6.113636364
556,Male,2016,Plateau,6.039772727
556,Male,2009,Plateau,5.821253282
556,Male,2020,Plateau,5.791907514
556,Male,2017,Plateau,5.862857143
556,Male,2011,Plateau,5.832383124
556,Male,2023,Plateau,6.280701754
556,Male,2011,Plateau,6.028409091
556,Male,2011,Plateau,5.965714286
556,Male,2010,Plateau,6.101888952
556,Male,2019,Plateau,6.028571429
556,Male,2008,Plateau,5.901508227
556,Male,2023,Plateau,6.233918129
556,Male,2021,Plateau,6.213872832
557,Male,2011,Plateau,5.035294118
557,Male,2016,Plateau,5.534883721
557,Male,2011,Plateau,5.174698795
557,Male,2015,Plateau,5.942363112
557,Male,2015,Plateau,5.952655889
557,Male,2014,Plateau,5.937859609
557,Male,2018,Plateau,6.034883721
557,Male,2020,Plateau,5.936046512
557,Male,2008,Plateau,5.412462908
557,Male,2021,Plateau,5.930232558
557,Male,2023,Plateau,6.293103448
557,Male,2019,Plateau,5.947674419
557,Male,2017,Plateau,6.187134503
557,Male,2017,Plateau,6.188235294
557,Male,2011,Plateau,5.820895522
558,Male,2010,Beach,5.434900641
558,Male,2009,Beach,5.510605729
558,Male,2011,Beach,5.575461455
558,Male,2009,Beach,6.016630901
558,Male,2008,Beach,6.201677012
559,Male,2016,Plateau,5.982352941
559,Male,2020,Plateau,5.532544379
559,Male,2017,Plateau,5.674556213
559,Male,2021,Plateau,5.869047619
559,Male,2008,Plateau,5.503163424
559,Male,2018,Plateau,6.141176471
559,Male,2019,Plateau,5.917159763
559,Male,2010,Plateau,5.882707856
559,Male,2011,Plateau,5.929043897
560,Male,2012,Plateau,6.136363636
560,Male,2023,Plateau,6.610169492
560,Male,2019,Plateau,6.163841808
560,Male,2016,Plateau,6.661016949
560,Male,2018,Plateau,6.483146067
560,Male,2023,Plateau,6.655555556
560,Male,2017,Plateau,6.420454545
560,Male,2009,Plateau,5.952380952
560,Male,2010,Plateau,6.260769673
560,Male,2008,Plateau,5.989882732
560,Male,2011,Plateau,6.405895692
561,Male,2011,Plateau,5.623582766
561,Male,2010,Plateau,5.823361823
561,Male,2008,Plateau,5.64314882
561,Male,2009,Plateau,6.145675266
562,Male,2019,Plateau,6.974226804
562,Male,2023,Plateau,7.461928934
562,Male,2017,Plateau,7.123076923
562,Male,2011,Plateau,6.933402168
562,Male,2018,Plateau,7.25388601
562,Male,2015,Plateau,7.521497218
562,Male,2011,Plateau,7.166666667
562,Male,2017,Plateau,7.592783505
562,Male,2008,Plateau,7.069181079
562,Male,2021,Plateau,7.719387755
562,Male,2009,Plateau,7.486824429
563,Male,2017,Plateau,5.735955056
563,Male,2021,Plateau,6.0625
563,Male,2008,Plateau,5.712643678
563,Male,2016,Plateau,6.568181818
563,Male,2011,Plateau,5.906232133
563,Male,2009,Plateau,6.183465459
563,Male,2021,Plateau,6.314285714
563,Male,2022,Plateau,6.335227273
563,Male,2009,Plateau,6.107529358
563,Male,2011,Plateau,6.389047347
564,Male,2009,Plateau,4.547186587
564,Male,2008,Plateau,4.775494673
565,Male,2009,Plateau,6.79787234
565,Male,2015,Plateau,6.292134831
565,Male,2008,Plateau,6.201896263
565,Male,2011,Plateau,6.483942414
565,Male,2016,Plateau,6.977653631
565,Male,2010,Plateau,6.733333333
565,Male,2019,Plateau,6.570621469
565,Male,2012,Plateau,6.666666667
565,Male,2013,Plateau,6.916666667
565,Male,2017,Plateau,6.983146067
565,Male,2017,Plateau,6.752808989
566,Male,2011,Plateau,4.797619048
566,Male,2016,Plateau,5.207100592
566,Male,2022,Plateau,5.317647059
566,Male,2017,Plateau,5.005952381
566,Male,2009,Plateau,4.869933454
566,Male,2017,Plateau,5.255952381
566,Male,2009,Plateau,4.932627526
566,Male,2010,Plateau,5.098861594
566,Male,2011,Plateau,4.913017397
566,Male,2008,Plateau,4.834111724
567,Male,2016,Plateau,5.229813665
567,Male,2018,Plateau,5.153374233
567,Male,2009,Plateau,4.8125
567,Male,2022,Plateau,5.092592593
567,Male,2008,Plateau,4.650292981
567,Male,2017,Plateau,5.074074074
567,Male,2019,Plateau,5.234567901
567,Male,2011,Plateau,5.224615385
567,Male,2010,Plateau,5.348980852
568,Male,2018,Plateau,5.182389937
568,Male,2021,Plateau,5.044025157
568,Male,2017,Plateau,4.955696203
568,Male,2018,Plateau,5.272151899
568,Male,2009,Plateau,4.916666667
568,Male,2011,Plateau,4.839124839
568,Male,2022,Plateau,5.229299363
568,Male,2011,Plateau,5.048543689
568,Male,2008,Plateau,4.865357096
569,Male,2013,Plateau,5.075471698
569,Male,2009,Plateau,4.744897959
569,Male,2009,Plateau,4.838709677
569,Male,2009,Plateau,4.838190825
569,Male,2009,Plateau,4.875863834
569,Male,2010,Plateau,5.063291139
569,Male,2008,Plateau,4.748514092
569,Male,2012,Plateau,5.16025641
569,Male,2011,Plateau,5.149206349
569,Male,2011,Plateau,5.083870968
570,Male,2016,Plateau,5.610465116
570,Male,2018,Plateau,5.395348837
570,Male,2010,Plateau,5.269334585
570,Male,2012,Plateau,5.236686391
570,Male,2008,Plateau,4.914454277
570,Male,2022,Plateau,5.465116279
570,Male,2012,Plateau,5.229411765
570,Male,2017,Plateau,5.426035503
570,Male,2011,Plateau,5.227138643
570,Male,2019,Plateau,5.473684211
570,Male,2014,Plateau,5.755102041
570,Male,2015,Plateau,5.764705882
571,Male,2009,Plateau,4.816037159
571,Male,2012,Plateau,5.151515152
571,Male,2010,Plateau,5.174698795
571,Male,2011,Plateau,5.225225225
571,Male,2011,Plateau,5.181818182
571,Male,2021,Plateau,5.478787879
571,Male,2019,Plateau,5.134969325
571,Male,2018,Plateau,5.319018405
571,Male,2008,Plateau,5.042222494
571,Male,2012,Plateau,5.398069964
571,Male,2022,Plateau,5.601226994
572,Male,2019,Plateau,4.580246914
572,Male,2016,Plateau,4.949044586
572,Male,2018,Plateau,5
572,Male,2017,Plateau,4.949044586
572,Male,2020,Plateau,5.36875
573,Male,2021,Plateau,5.524691358
573,Male,2018,Plateau,4.961038961
573,Male,2022,Plateau,5.812121212
573,Male,2019,Plateau,5.026143791
574,Male,2016,Plateau,5.686746988
574,Male,2017,Plateau,5.520958084
574,Male,2021,Plateau,5.649122807
574,Male,2017,Plateau,5.623529412
574,Male,2021,Plateau,5.98245614
574,Male,2019,Plateau,5.766081871
574,Male,2018,Plateau,5.863905325
577,Female,2022,Plateau,7.517766497
577,Female,2015,Plateau,5.391791045
577,Female,2016,Plateau,5.569230769
577,Female,2018,Plateau,6.416184971
577,Female,2023,Plateau,7.244791667
577,Female,2017,Plateau,6.075581395
577,Female,2023,Plateau,7.356020942
582,Female,2019,Plateau,6.469945355
582,Female,2017,Plateau,5.859649123
584,Male,2015,Plateau,5.714285714
584,Male,2016,Plateau,6.033898305
584,Male,2018,Plateau,5.820224719
584,Male,2019,Plateau,5.719101124
584,Male,2021,Plateau,5.988764045
584,Male,2009,Plateau,5.556193319
584,Male,2008,Plateau,5.358586442
584,Male,2011,Plateau,5.783814375
584,Male,2017,Plateau,6.028409091
584,Male,2011,Plateau,5.983146067
585,Male,2008,Plateau,5.832140104
585,Male,2009,Plateau,6.167035398
585,Male,2009,Plateau,6.418640435
587,Male,2008,Plateau,6.626939279
587,Male,2009,Plateau,6.938672073
587,Male,2017,Plateau,7.153846154
587,Male,2016,Plateau,7.350253807
587,Male,2009,Plateau,7.155287133
587,Male,2010,Plateau,7.336482185
587,Male,2012,Plateau,7.38974359
587,Male,2014,Plateau,7.435114504
587,Male,2011,Plateau,7.157894737
588,Male,2015,Plateau,6.608337622
588,Male,2020,Plateau,6.329787234
588,Male,2016,Plateau,6.826315789
588,Male,2022,Plateau,6.534391534
588,Male,2018,Plateau,6.701570681
588,Male,2008,Plateau,6.170995786
588,Male,2013,Plateau,6.680716544
588,Male,2014,Plateau,6.711688312
588,Male,2019,Plateau,6.578947368
588,Male,2016,Plateau,6.973544974
589,Male,2008,Plateau,6.278464541
589,Male,2017,Plateau,6.756613757
589,Male,2016,Plateau,7.235294118
589,Male,2021,Plateau,7.090425532
589,Male,2011,Plateau,7.008130081
589,Male,2016,Plateau,7.39673913
590,Male,2009,Plateau,5.34923758
590,Male,2013,Plateau,5.798165138
590,Male,2012,Plateau,5.794621027
590,Male,2009,Plateau,5.62852934
590,Male,2008,Plateau,5.49060415
590,Male,2011,Plateau,5.690709046
590,Male,2010,Plateau,5.691158157
590,Male,2011,Plateau,5.846625767
590,Male,2011,Plateau,5.789145352
591,Male,2019,Plateau,5.534090909
591,Male,2016,Plateau,6.179775281
591,Male,2008,Plateau,5.234397469
591,Male,2011,Plateau,5.410212278
591,Male,2019,Plateau,5.949152542
591,Male,2016,Plateau,6.301136364
591,Male,2015,Plateau,6.050561798
591,Male,2018,Plateau,6.136363636
591,Male,2011,Plateau,5.648899189
591,Male,2009,Plateau,5.796766744
591,Male,2021,Plateau,6.1875
591,Male,2009,Plateau,5.749534451
591,Male,2017,Plateau,6.126436782
591,Male,2014,Plateau,6.086216676
591,Male,2020,Plateau,6.114285714
591,Male,2012,Plateau,5.931034483
592,Male,2008,Plateau,6.267130508
593,Male,2017,Plateau,7
593,Male,2009,Plateau,6.913710958
593,Male,2013,Plateau,7.314136126
593,Male,2008,Plateau,6.918770466
593,Male,2013,Plateau,7.396825397
593,Male,2017,Plateau,7.574468085
593,Male,2010,Plateau,7.435653003
593,Male,2019,Plateau,7.402116402
594,Male,2008,Plateau,4.949506811
594,Male,2010,Plateau,5.408414391
594,Male,2009,Plateau,5.402231356
595,Male,2017,Plateau,5.92513369
595,Male,2016,Plateau,6.322580645
595,Male,2018,Plateau,6.196808511
595,Male,2008,Plateau,5.671983017
595,Male,2011,Plateau,6.037837838
595,Male,2016,Plateau,6.481283422
595,Male,2010,Plateau,6.345123258
595,Male,2012,Plateau,6.357142857
595,Male,2011,Plateau,6.407608696
596,Male,2009,Plateau,5.323383085
596,Male,2009,Plateau,5.433168317
596,Male,2011,Plateau,5.253283302
596,Male,2008,Plateau,5.24231567
597,Male,2020,Plateau,5.36
597,Male,2016,Plateau,6.440677966
597,Male,2008,Plateau,5.733944954
597,Male,2010,Plateau,6.129587156
597,Male,2017,Plateau,6.337142857
597,Male,2019,Plateau,6.159090909
597,Male,2023,Plateau,6.474576271
598,Male,2015,Plateau,6.688417618
598,Male,2009,Plateau,6.489017728
598,Male,2009,Plateau,6.423611111
598,Male,2011,Plateau,6.456256921
598,Male,2008,Plateau,6.489063376
598,Male,2010,Plateau,6.953385128
599,Male,2016,Plateau,5.908045977
599,Male,2018,Plateau,5.764367816
599,Male,2008,Plateau,5.417500883
599,Male,2012,Plateau,6.023255814
599,Male,2012,Plateau,6.110465116
599,Male,2017,Plateau,6.220930233
599,Male,2009,Plateau,5.893424303
599,Male,2015,Plateau,6.164222874
599,Male,2013,Plateau,6.278235294
600,Male,2009,Plateau,5.860702152
600,Male,2008,Plateau,5.548491504
600,Male,2018,Plateau,6.12
600,Male,2019,Plateau,5.931428571
600,Male,2016,Plateau,6.48
600,Male,2017,Plateau,6.051428571
600,Male,2011,Plateau,6.281690141
600,Male,2011,Plateau,6.019529006
600,Male,2023,Plateau,6.539772727
600,Male,2010,Plateau,6.260069045
600,Male,2014,Plateau,6.484330484
601,Male,2011,Plateau,5.483686319
601,Male,2020,Plateau,5.921787709
601,Male,2008,Plateau,5.638407709
601,Male,2012,Plateau,6.25
601,Male,2014,Plateau,6.308988764
601,Male,2016,Plateau,6.670454545
601,Male,2018,Plateau,6.392045455
601,Male,2019,Plateau,6.397727273
601,Male,2011,Plateau,6.270114943
601,Male,2017,Plateau,6.833333333
602,Male,2016,Plateau,5.670454545
602,Male,2008,Plateau,4.89870665
