Individual,Sex,Year,Locality,BCI
1,Male,2020,Plateau,6.35106383
1,Male,2011,Plateau,6.457663451
1,Male,2010,Plateau,6.672051696
1,Male,2020,Plateau,6.903743316
1,Male,2017,Plateau,6.79558011
1,Male,2014,Plateau,6.84097035
1,Male,2016,Plateau,7.037837838
1,Male,2019,Plateau,6.766304348
1,Male,2009,Plateau,6.901607298
1,Male,2018,Plateau,7.092391304
1,Male,2008,Plateau,6.717640634
1,Male,2011,Plateau,7.131102578
2,Male,2009,Plateau,7.08040201
2,Male,2023,Plateau,7.585
2,Male,2011,Plateau,7.385
2,Male,2016,Plateau,7.681818182
2,Male,2019,Plateau,7.363636364
2,Male,2017,Plateau,7.653061224
2,Male,2022,Plateau,7.688442211
2,Male,2012,Plateau,7.731854839
2,Male,2021,Plateau,7.828282828
2,Male,2011,Plateau,7.568113017
2,Male,2013,Plateau,7.734693878
3,Male,2017,Plateau,5.202453988
3,Male,2011,Plateau,5.256097561
3,Male,2010,Plateau,5.432399513
3,Male,2016,Plateau,5.896341463
3,Male,2018,Plateau,5.548780488
3,Male,2013,Plateau,5.462962963
3,Male,2014,Plateau,5.686746988
3,Male,2012,Plateau,5.38125
3,Male,2011,Plateau,5.322679779
3,Male,2019,Plateau,5.570552147
6,Male,2017,Plateau,5.074285714
6,Male,2016,Plateau,5.771929825
6,Male,2011,Plateau,5.459770115
6,Male,2009,Plateau,5.394045534
6,Male,2010,Plateau,5.670945158
6,Male,2011,Plateau,5.683661645
6,Male,2022,Plateau,5.83625731
6,Male,2021,Plateau,5.684210526
6,Male,2018,Plateau,5.888888889
6,Male,2019,Plateau,5.664705882
6,Male,2009,Plateau,5.719318849
6,Male,2010,Plateau,5.672791938
7,Male,2008,Plateau,5.245535714
7,Male,2016,Plateau,6.371191136
7,Male,2011,Plateau,6.034197463
7,Male,2008,Plateau,5.772495756
7,Male,2011,Plateau,6.280760626
7,Male,2017,Plateau,6.440677966
7,Male,2016,Plateau,6.758426966
7,Male,2010,Plateau,6.560726447
8,Male,2018,Plateau,5.540880503
8,Male,2017,Plateau,5.545454545
9,Male,2008,Plateau,5.741968383
10,Female,2008,Beach,5.32173913
10,Female,2010,Beach,5.759530792
10,Female,2009,Beach,5.634134842
10,Female,2009,Beach,5.984624483
11,Male,2010,Beach,4.847715736
11,Male,2016,Beach,5.732919255
11,Male,2012,Beach,4.916666667
11,Male,2012,Beach,5.043969849
11,Male,2011,Beach,4.917197452
11,Male,2008,Beach,4.676971859
11,Male,2009,Beach,4.97102976
12,Female,2017,Beach,6.116022099
12,Female,2015,Beach,6.47027027
12,Female,2016,Beach,6.59400545
12,Female,2011,Beach,5.955307263
12,Female,2011,Beach,5.708571429
12,Female,2011,Beach,6.162855549
12,Female,2009,Beach,6.04217356
12,Female,2009,Beach,5.311706804
15,Male,2016,Beach,5.242424242
15,Male,2014,Beach,5.102286402
15,Male,2013,Beach,4.805031447
15,Male,2012,Beach,4.930643127
16,Male,2021,Plateau,6.639593909
16,Male,2008,Plateau,6.497131338
16,Male,2021,Plateau,7.076142132
16,Male,2016,Plateau,7.177377892
16,Male,2016,Plateau,7.283505155
16,Male,2010,Plateau,7.072671443
16,Male,2008,Plateau,6.713872235
16,Male,2010,Plateau,7.272262027
17,Male,2016,Plateau,6.284023669
17,Male,2017,Plateau,6.035502959
17,Male,2021,Plateau,6.117647059
17,Male,2022,Plateau,6.047058824
17,Male,2012,Plateau,5.96563981
17,Male,2009,Plateau,5.805377112
17,Male,2015,Plateau,6.165501166
17,Male,2009,Plateau,5.886895568
17,Male,2019,Plateau,5.911242604
17,Male,2008,Plateau,5.715137068
17,Male,2016,Plateau,6.224852071
17,Male,2011,Plateau,5.967933492
17,Male,2013,Plateau,6.178571429
17,Male,2011,Plateau,5.898203593
17,Male,2008,Plateau,5.917545315
17,Male,2011,Plateau,5.933214073
17,Male,2011,Plateau,6.285714286
18,Male,2009,Plateau,5.429995364
18,Male,2013,Plateau,5.885057471
18,Male,2017,Plateau,5.747126437
18,Male,2018,Plateau,5.965517241
18,Male,2022,Plateau,6.045714286
18,Male,2023,Plateau,6.131428571
18,Male,2008,Plateau,5.598141696
18,Male,2017,Plateau,6.115606936
18,Male,2010,Plateau,5.878575598
18,Male,2011,Plateau,5.913853318
18,Male,2012,Plateau,6.739884393
19,Male,2016,Plateau,5.028213166
19,Male,2018,Plateau,4.6625
19,Male,2010,Plateau,4.782554047
19,Male,2010,Plateau,4.8625
19,Male,2021,Plateau,4.924528302
19,Male,2008,Plateau,4.694364253
19,Male,2021,Plateau,4.805031447
19,Male,2020,Plateau,4.880503145
19,Male,2009,Plateau,4.665980178
19,Male,2008,Plateau,4.544272526
20,Male,2008,Plateau,6.379132231
20,Male,2008,Plateau,6.399081372
20,Male,2010,Plateau,6.748275325
23,Male,2010,Plateau,5.383324007
23,Male,2008,Plateau,5.131981421
23,Male,2023,Plateau,5.878612717
23,Male,2015,Plateau,5.702199662
23,Male,2018,Plateau,5.67816092
23,Male,2017,Plateau,5.56
23,Male,2019,Plateau,5.526011561
23,Male,2009,Plateau,5.686252008
23,Male,2008,Plateau,5.499367889
23,Male,2011,Plateau,5.658959538
23,Male,2016,Plateau,6.505813953
24,Male,2022,Plateau,6.572916667
24,Male,2011,Plateau,6.243243243
24,Male,2008,Plateau,6.067172264
24,Male,2021,Plateau,6.842931937
24,Male,2015,Plateau,6.798107256
24,Male,2016,Plateau,6.983957219
24,Male,2009,Plateau,6.283010563
24,Male,2018,Plateau,6.914893617
24,Male,2011,Plateau,6.313489896
24,Male,2019,Plateau,6.787234043
24,Male,2010,Plateau,6.908002177
26,Male,2023,Plateau,5.33974359
26,Male,2010,Plateau,4.962810176
26,Male,2011,Plateau,4.816455696
26,Male,2009,Plateau,4.883037198
26,Male,2016,Plateau,5.120253165
26,Male,2008,Plateau,4.989893886
26,Male,2020,Plateau,5.056962025
26,Male,2017,Plateau,5.184713376
26,Male,2018,Plateau,5.310126582
27,Female,2011,Plateau,5.931660438
27,Female,2008,Plateau,6.444041395
27,Female,2009,Plateau,6.308624109
27,Female,2009,Plateau,6.349545697
27,Female,2010,Plateau,6.512897356
29,Male,2022,Plateau,6.527472527
29,Male,2023,Plateau,7.055248619
29,Male,2017,Plateau,6.410404624
31,Male,2011,Plateau,5.611672278
31,Male,2013,Plateau,6.02259887
31,Male,2012,Plateau,5.93625498
31,Male,2009,Plateau,5.850278314
31,Male,2008,Plateau,5.806451613
31,Male,2011,Plateau,5.819112628
31,Male,2011,Plateau,6.107954545
31,Male,2014,Plateau,6.067738232
32,Male,2008,Plateau,4.871095687
32,Male,2009,Plateau,5.007766387
32,Male,2010,Plateau,5.717791411
33,Male,2015,Plateau,5.810363837
33,Male,2011,Plateau,5.367940673
33,Male,2009,Plateau,5.376405784
33,Male,2016,Plateau,6.202247191
33,Male,2010,Plateau,5.485256559
33,Male,2011,Plateau,5.369088812
33,Male,2021,Plateau,6.232044199
33,Male,2008,Plateau,5.076923077
33,Male,2019,Plateau,5.853932584
33,Male,2017,Plateau,6.039772727
33,Male,2018,Plateau,6.223463687
33,Male,2011,Plateau,5.864022663
34,Male,2021,Plateau,6.778947368
34,Male,2017,Plateau,6.682539683
34,Male,2012,Plateau,6.788359788
34,Male,2009,Plateau,6.701978165
34,Male,2017,Plateau,6.918918919
34,Male,2022,Plateau,7.042780749
34,Male,2008,Plateau,6.575562701
34,Male,2014,Plateau,7.005263158
34,Male,2010,Plateau,6.880043034
34,Male,2018,Plateau,7.090909091
34,Male,2016,Plateau,7.20212766
34,Male,2019,Plateau,7.042780749
34,Male,2023,Plateau,7.10326087
34,Male,2011,Plateau,7.111702128
35,Male,2009,Plateau,7.046499745
35,Male,2013,Plateau,7.241025641
35,Male,2008,Plateau,6.974969475
35,Male,2010,Plateau,7.238729508
35,Male,2012,Plateau,7.520833333
37,Female,2009,Beach,5.241362991
37,Female,2012,Beach,5.767012687
37,Female,2011,Beach,5.653935185
37,Female,2011,Beach,5.877293578
37,Female,2010,Beach,5.926573427
37,Female,2009,Beach,5.428013188
37,Female,2008,Beach,5.515266013
37,Female,2008,Beach,4.729381443
38,Female,2011,Beach,5.609467456
38,Female,2010,Beach,5.755053508
38,Female,2008,Beach,5.249907896
41,Male,2016,Beach,4.833333333
48,Male,2017,Plateau,6.954285714
48,Male,2016,Plateau,7.148571429
48,Male,2011,Plateau,6.818960594
48,Male,2018,Plateau,7.186440678
48,Male,2010,Plateau,6.941903019
48,Male,2010,Plateau,7.031782066
48,Male,2020,Plateau,7.017241379
48,Male,2011,Plateau,7.055779183
53,Female,2020,Beach,5.579545455
53,Female,2023,Beach,6.022346369
53,Female,2021,Beach,5.709302326
68,Male,2020,Plateau,6.329608939
68,Male,2022,Plateau,6.483146067
68,Male,2017,Plateau,5.883040936
68,Male,2011,Plateau,4.545454545
68,Male,2018,Plateau,6.341040462
68,Male,2012,Plateau,4.912166558
68,Male,2019,Plateau,6.377142857
68,Male,2011,Plateau,4.682119205
69,Female,2008,Plateau,5.000594601
71,Male,2012,Plateau,4.773006135
71,Male,2010,Plateau,4.130146082
71,Male,2011,Plateau,4.481012658
72,Female,2010,Plateau,4.823292668
72,Female,2008,Plateau,4.184479855
72,Female,2008,Plateau,4.055299539
73,Male,2016,Plateau,4.864516129
73,Male,2022,Plateau,5.633136095
73,Male,2016,Plateau,4.85620915
73,Male,2021,Plateau,5.421686747
73,Male,2017,Plateau,4.987179487
74,Male,2016,Plateau,4.885993485
74,Male,2016,Plateau,4.935064935
74,Male,2017,Plateau,5.083870968
75,Male,2019,Plateau,4.585526316
76,Female,2008,Beach,6.679245283
77,Female,2016,Beach,6.325068871
77,Female,2014,Beach,6.5532382
77,Female,2008,Beach,6.358543417
77,Female,2010,Beach,6.552486188
77,Female,2012,Beach,6.465038846
77,Female,2011,Beach,6.438888889
77,Female,2009,Beach,6.57165479
78,Female,2009,Beach,5.542364409
78,Female,2008,Beach,5.600447539
78,Female,2009,Beach,5.847622637
79,Female,2009,Beach,5.831322532
79,Female,2009,Beach,5.979381443
79,Female,2009,Beach,6.078181185
80,Female,2014,Beach,5.61516035
80,Female,2011,Beach,5.158536585
80,Female,2009,Beach,5.402726146
80,Female,2008,Beach,5.25136884
81,Female,2014,Beach,5.648093842
81,Female,2008,Beach,5.177372963
81,Female,2011,Beach,5.381330079
81,Female,2010,Beach,5.578947368
81,Female,2009,Beach,5.840517241
82,Female,2009,Beach,5.75484479
82,Female,2008,Beach,5.882352941
82,Female,2009,Beach,6.208479285
83,Female,2008,Beach,6.919786096
83,Female,2009,Beach,7.187833511
83,Female,2009,Beach,7.043468881
84,Male,2016,Plateau,6.142857143
84,Male,2011,Plateau,5.601190476
84,Male,2008,Plateau,5.574664927
84,Male,2017,Plateau,6.064705882
84,Male,2008,Plateau,5.524104642
84,Male,2015,Plateau,6.202312139
84,Male,2010,Plateau,6.077738516
84,Male,2012,Plateau,5.935103245
84,Male,2019,Plateau,6.094117647
86,Male,2011,Plateau,5.956977386
86,Male,2012,Plateau,6.178272981
86,Male,2008,Plateau,5.991165102
86,Male,2010,Plateau,6.139275766
86,Male,2009,Plateau,6.11868574
86,Male,2011,Plateau,6.662921348
87,Male,2009,Plateau,6.040649483
87,Male,2008,Plateau,5.988636364
87,Male,2010,Plateau,6.293864614
88,Male,2009,Plateau,5.274599542
88,Male,2008,Plateau,5.322562163
88,Male,2008,Plateau,5.540897098
89,Male,2012,Plateau,4.519480519
89,Male,2016,Plateau,5.426751592
89,Male,2018,Plateau,5.371069182
89,Male,2010,Plateau,4.790026247
89,Male,2017,Plateau,5.211538462
90,Male,2020,Plateau,6.937172775
90,Male,2011,Plateau,6.688206785
90,Male,2011,Plateau,6.713589605
90,Male,2011,Plateau,6.606060606
90,Male,2015,Plateau,7.303252886
90,Male,2008,Plateau,6.028450155
90,Male,2016,Plateau,7.494680851
90,Male,2021,Plateau,7.436842105
90,Male,2011,Plateau,6.555924695
90,Male,2010,Plateau,6.684940703
90,Male,2008,Plateau,6.044211751
90,Male,2023,Plateau,7.780104712
90,Male,2021,Plateau,7.497354497
90,Male,2017,Plateau,7.518918919
90,Male,2018,Plateau,7.60106383
90,Male,2012,Plateau,6.938202247
90,Male,2019,Plateau,7.566137566
91,Male,2016,Plateau,6.384615385
91,Male,2011,Plateau,5.785123967
91,Male,2017,Plateau,6.173913043
91,Male,2018,Plateau,6.5
91,Male,2008,Plateau,6.049450549
91,Male,2016,Plateau,6.630434783
91,Male,2021,Plateau,6.711956522
91,Male,2010,Plateau,6.352166758
92,Male,2016,Plateau,5.024390244
92,Male,2009,Plateau,4.446163366
92,Male,2015,Plateau,5.011961722
92,Male,2008,Plateau,4.375309866
92,Male,2017,Plateau,4.896969697
92,Male,2011,Plateau,4.893617021
92,Male,2023,Plateau,5.277108434
92,Male,2008,Plateau,4.531778864
92,Male,2020,Plateau,4.969512195
92,Male,2019,Plateau,5
92,Male,2009,Plateau,4.739454094
92,Male,2021,Plateau,5.243902439
92,Male,2022,Plateau,5.290909091
92,Male,2018,Plateau,5.268292683
92,Male,2010,Plateau,4.952156083
93,Male,2017,Plateau,5.702531646
93,Male,2016,Plateau,5.696202532
93,Male,2021,Plateau,6.27607362
94,Male,2009,Plateau,4.584634603
94,Male,2016,Plateau,5.125786164
94,Male,2011,Plateau,4.6625
94,Male,2015,Plateau,4.947106409
94,Male,2009,Plateau,4.687698766
94,Male,2010,Plateau,4.873737374
94,Male,2008,Plateau,4.795380367
94,Male,2008,Plateau,4.530498608
94,Male,2022,Plateau,5.018867925
94,Male,2017,Plateau,4.993630573
94,Male,2011,Plateau,4.977917981
95,Male,2008,Plateau,5.235509385
95,Male,2011,Plateau,5.31660693
95,Male,2016,Plateau,6.112426036
95,Male,2009,Plateau,5.375369934
95,Male,2013,Plateau,5.773134328
95,Male,2011,Plateau,5.78041543
95,Male,2010,Plateau,5.740072202
96,Male,2010,Plateau,5.537422622
96,Male,2008,Plateau,5.415019763
96,Male,2016,Plateau,5.845714286
96,Male,2011,Plateau,5.695402299
96,Male,2017,Plateau,6.028901734
97,Male,2016,Plateau,7.128342246
97,Male,2016,Plateau,7.182795699
97,Male,2008,Plateau,6.485013624
97,Male,2018,Plateau,7.005376344
97,Male,2015,Plateau,7.026737968
97,Male,2011,Plateau,6.65762344
97,Male,2016,Plateau,7.134408602
97,Male,2017,Plateau,7.130434783
97,Male,2010,Plateau,7.005130975
97,Male,2019,Plateau,6.836956522
97,Male,2012,Plateau,7.032608696
97,Male,2008,Plateau,6.66629724
98,Male,2009,Plateau,5.621069182
98,Male,2023,Plateau,6.132596685
98,Male,2012,Plateau,5.980994969
98,Male,2016,Plateau,6.122905028
98,Male,2017,Plateau,6.050847458
98,Male,2019,Plateau,5.95505618
98,Male,2021,Plateau,5.988764045
98,Male,2017,Plateau,5.988764045
98,Male,2018,Plateau,6.25698324
98,Male,2009,Plateau,6.096052188
98,Male,2012,Plateau,6.152542373
98,Male,2010,Plateau,5.960227273
98,Male,2008,Plateau,6.037099494
99,Male,2016,Plateau,6.016666667
99,Male,2022,Plateau,5.856353591
99,Male,2018,Plateau,5.906077348
99,Male,2022,Plateau,6.032967033
99,Male,2008,Plateau,5.411499436
99,Male,2011,Plateau,5.542372881
99,Male,2010,Plateau,5.826815642
99,Male,2017,Plateau,6.04494382
99,Male,2017,Plateau,5.977777778
99,Male,2008,Plateau,5.769881557
99,Male,2019,Plateau,6.161111111
100,Male,2016,Plateau,6.257879656
100,Male,2008,Plateau,5.8115661
100,Male,2017,Plateau,6.109195402
100,Male,2009,Plateau,6.036760482
102,Male,2008,Plateau,5.506868783
102,Male,2009,Plateau,5.775959201
102,Male,2009,Plateau,6.128918633
102,Male,2008,Plateau,5.975103734
103,Male,2011,Plateau,5.321212121
103,Male,2016,Plateau,6.018181818
103,Male,2008,Plateau,5.295551493
103,Male,2010,Plateau,5.518641565
103,Male,2017,Plateau,5.684848485
103,Male,2022,Plateau,5.915662651
103,Male,2017,Plateau,5.797546012
103,Male,2022,Plateau,6.113772455
103,Male,2015,Plateau,6.020408163
103,Male,2011,Plateau,5.725609756
103,Male,2019,Plateau,5.854545455
103,Male,2018,Plateau,6.060606061
104,Male,2008,Plateau,5.164967007
104,Male,2015,Plateau,6.374301676
104,Male,2019,Plateau,6.292134831
104,Male,2017,Plateau,6.443181818
104,Male,2021,Plateau,6.460674157
104,Male,2018,Plateau,6.685393258
104,Male,2010,Plateau,6.226744186
105,Male,2012,Plateau,4.789750329
105,Male,2008,Plateau,4.605263158
105,Male,2009,Plateau,4.624700559
105,Male,2019,Plateau,5.084415584
106,Male,2023,Plateau,5.037267081
106,Male,2016,Plateau,5.18125
106,Male,2023,Plateau,5.216049383
106,Male,2015,Plateau,5.184501845
106,Male,2022,Plateau,5.240740741
106,Male,2017,Plateau,5.163522013
106,Male,2012,Plateau,5.003126954
106,Male,2008,Plateau,4.747736093
106,Male,2010,Plateau,5.086261981
107,Male,2016,Plateau,6.18128655
107,Male,2010,Plateau,5.668328585
107,Male,2016,Plateau,6.377906977
107,Male,2008,Plateau,5.34097767
107,Male,2008,Plateau,5.353293413
107,Male,2011,Plateau,5.538922156
107,Male,2017,Plateau,6.135294118
107,Male,2018,Plateau,6.404624277
107,Male,2022,Plateau,6.358381503
107,Male,2012,Plateau,6.035714286
108,Male,2020,Plateau,6.179347826
108,Male,2017,Plateau,6.186813187
108,Male,2011,Plateau,6.359223301
108,Male,2017,Plateau,6.254143646
108,Male,2009,Plateau,6.239600666
108,Male,2021,Plateau,6.582417582
108,Male,2016,Plateau,6.857142857
108,Male,2008,Plateau,6.227247656
108,Male,2010,Plateau,6.629560234
108,Male,2019,Plateau,6.598901099
109,Male,2010,Plateau,5.801263642
109,Male,2008,Plateau,5.559440559
109,Male,2013,Plateau,5.866470588
109,Male,2008,Plateau,5.510192093
109,Male,2011,Plateau,6.052478134
110,Male,2012,Plateau,6.256860593
110,Male,2009,Plateau,6.212952799
110,Male,2016,Plateau,6.71978022
110,Male,2010,Plateau,6.253413435
110,Male,2008,Plateau,6.357142857
111,Male,2016,Plateau,5.381818182
111,Male,2008,Plateau,4.963280294
111,Male,2011,Plateau,5.073619632
111,Male,2011,Plateau,5.290909091
111,Male,2015,Plateau,5.535499398
111,Male,2010,Plateau,5.438489647
111,Male,2009,Plateau,5.375228798
111,Male,2008,Plateau,5.102790015
111,Male,2012,Plateau,5.570552147
111,Male,2011,Plateau,5.078468299
113,Male,2008,Plateau,5.640436531
113,Male,2008,Plateau,5.503199535
113,Male,2010,Plateau,5.759162304
113,Male,2011,Plateau,5.925287356
113,Male,2011,Plateau,5.872093023
114,Male,2016,Plateau,6.508108108
114,Male,2017,Plateau,6.215469613
114,Male,2010,Plateau,6.126938731
114,Male,2018,Plateau,6.52972973
114,Male,2021,Plateau,6.421621622
114,Male,2009,Plateau,6.261671976
114,Male,2011,Plateau,6.427027027
114,Male,2013,Plateau,6.508743169
114,Male,2023,Plateau,6.663043478
114,Male,2008,Plateau,6.201337866
114,Male,2017,Plateau,6.331491713
114,Male,2019,Plateau,6.448087432
114,Male,2011,Plateau,6.411111111
114,Male,2015,Plateau,6.969860065
115,Male,2019,Plateau,6.77173913
115,Male,2022,Plateau,7.216216216
115,Male,2021,Plateau,7.278074866
115,Male,2016,Plateau,7.394594595
115,Male,2016,Plateau,7.448648649
115,Male,2017,Plateau,7.454054054
115,Male,2013,Plateau,7.38172043
115,Male,2021,Plateau,7.254054054
115,Male,2018,Plateau,7.459459459
115,Male,2011,Plateau,7.111111111
115,Male,2008,Plateau,7.092122256
117,Male,2011,Plateau,6.215469613
117,Male,2016,Plateau,6.883333333
117,Male,2011,Plateau,6.452513966
117,Male,2014,Plateau,6.618863762
117,Male,2008,Plateau,6.412382532
117,Male,2010,Plateau,6.619530119
117,Male,2018,Plateau,6.761111111
117,Male,2022,Plateau,6.983333333
117,Male,2010,Plateau,6.880530973
117,Male,2019,Plateau,6.770949721
118,Male,2011,Plateau,5.616438356
118,Male,2016,Plateau,6.129213483
118,Male,2011,Plateau,5.785310734
118,Male,2008,Plateau,5.793918919
118,Male,2017,Plateau,6.062857143
118,Male,2011,Plateau,5.874285714
118,Male,2008,Plateau,5.681818182
118,Male,2018,Plateau,6.344632768
118,Male,2010,Plateau,6.128958761
118,Male,2017,Plateau,6.259887006
119,Male,2008,Plateau,5.591348366
119,Male,2010,Plateau,6.030179919
119,Male,2016,Plateau,6.25433526
121,Male,2016,Plateau,6.078651685
121,Male,2019,Plateau,5.582857143
121,Male,2008,Plateau,5.634201586
121,Male,2018,Plateau,5.857142857
121,Male,2016,Plateau,6.28
121,Male,2021,Plateau,5.8
121,Male,2015,Plateau,6.185682327
121,Male,2011,Plateau,5.793696275
121,Male,2008,Plateau,5.685465383
121,Male,2020,Plateau,6.091428571
121,Male,2017,Plateau,6.10982659
123,Male,2020,Plateau,6.55026455
123,Male,2016,Plateau,6.97311828
123,Male,2016,Plateau,7.037634409
123,Male,2012,Plateau,6.675675676
123,Male,2008,Plateau,6.354877125
123,Male,2009,Plateau,6.480870712
123,Male,2017,Plateau,6.85026738
123,Male,2011,Plateau,6.679347826
123,Male,2017,Plateau,6.956521739
123,Male,2011,Plateau,6.963322546
125,Male,2016,Plateau,5.808139535
125,Male,2016,Plateau,6.11627907
125,Male,2010,Plateau,5.565350259
125,Male,2009,Plateau,5.751160093
125,Male,2009,Plateau,5.623973727
125,Male,2017,Plateau,6.094117647
125,Male,2008,Plateau,5.788141082
125,Male,2008,Plateau,6.059193661
126,Male,2023,Plateau,6.265060241
126,Male,2016,Plateau,6.642857143
126,Male,2016,Plateau,6.586826347
126,Male,2008,Plateau,5.982142857
126,Male,2017,Plateau,6.125
126,Male,2019,Plateau,6.30952381
126,Male,2014,Plateau,6.61980082
126,Male,2021,Plateau,6.550898204
127,Male,2009,Plateau,5.670628183
127,Male,2010,Plateau,5.824088748
127,Male,2016,Plateau,6.25
127,Male,2012,Plateau,5.829545455
127,Male,2018,Plateau,6.163841808
127,Male,2017,Plateau,5.948863636
127,Male,2019,Plateau,6.039548023
127,Male,2023,Plateau,6.370786517
127,Male,2022,Plateau,6.368715084
127,Male,2011,Plateau,5.995449374
127,Male,2011,Plateau,5.92022792
127,Male,2009,Plateau,6.111426947
127,Male,2008,Plateau,5.856683509
127,Male,2021,Plateau,6.418604651
127,Male,2020,Plateau,6.554285714
128,Male,2017,Plateau,6.158730159
128,Male,2018,Plateau,6.502673797
128,Male,2021,Plateau,6.513368984
128,Male,2019,Plateau,6.534759358
128,Male,2008,Plateau,6.199065522
128,Male,2016,Plateau,6.741935484
128,Male,2010,Plateau,6.757917338
128,Male,2020,Plateau,6.827027027
128,Male,2015,Plateau,7.02457265
129,Female,2021,Plateau,6.547368421
129,Female,2008,Plateau,6.233077006
129,Female,2020,Plateau,6.928961749
129,Female,2015,Plateau,6.796791444
129,Female,2016,Plateau,6.956521739
129,Female,2019,Plateau,6.616216216
129,Female,2014,Plateau,6.789189189
129,Female,2017,Plateau,6.945054945
129,Female,2021,Plateau,7.037837838
130,Female,2008,Plateau,5.76692467
131,Male,2011,Plateau,6.016343207
131,Male,2008,Plateau,6.312532233
131,Male,2008,Plateau,6.442062277
131,Male,2010,Plateau,6.992287918
131,Male,2010,Plateau,6.963009015
132,Male,2017,Plateau,6.124293785
132,Male,2016,Plateau,6.626436782
132,Male,2008,Plateau,6.171654433
132,Male,2016,Plateau,6.794285714
132,Male,2013,Plateau,6.497142857
132,Male,2023,Plateau,6.752808989
132,Male,2014,Plateau,6.612359551
132,Male,2011,Plateau,6.388405797
132,Male,2019,Plateau,6.56
133,Male,2012,Plateau,4.86825596
133,Male,2011,Plateau,4.732484076
133,Male,2008,Plateau,4.842615012
133,Male,2008,Plateau,4.836667511
134,Male,2016,Plateau,6.661202186
134,Male,2016,Plateau,6.539509537
134,Male,2019,Plateau,6.225274725
134,Male,2016,Plateau,6.71978022
134,Male,2022,Plateau,6.677595628
134,Male,2011,Plateau,6.254847645
134,Male,2017,Plateau,6.611111111
134,Male,2021,Plateau,6.797814208
134,Male,2008,Plateau,6.133079422
134,Male,2017,Plateau,6.549450549
134,Male,2023,Plateau,6.863387978
134,Male,2011,Plateau,6.232954545
135,Male,2017,Plateau,5.642857143
135,Male,2020,Plateau,6.23699422
136,Male,2009,Plateau,6.046119235
136,Male,2008,Plateau,5.930816545
136,Male,2008,Plateau,6.118047673
137,Male,2014,Plateau,6.301994302
137,Male,2012,Plateau,6.312138728
137,Male,2010,Plateau,6.183456183
137,Male,2008,Plateau,5.866745283
137,Male,2010,Plateau,6.230274693
137,Male,2008,Plateau,5.912400188
137,Male,2017,Plateau,6.625730994
137,Male,2009,Plateau,6.481589714
137,Male,2015,Plateau,6.664739884
137,Male,2016,Plateau,7
138,Male,2016,Plateau,6.143646409
138,Male,2012,Plateau,5.725403002
138,Male,2010,Plateau,5.668084154
138,Male,2023,Plateau,6.227777778
138,Male,2022,Plateau,6.137362637
138,Male,2018,Plateau,6.077348066
138,Male,2012,Plateau,5.837078652
138,Male,2011,Plateau,5.666104553
138,Male,2009,Plateau,5.723128869
138,Male,2015,Plateau,6.104395604
138,Male,2011,Plateau,5.810055866
138,Male,2017,Plateau,6.094972067
138,Male,2008,Plateau,5.725959924
138,Male,2017,Plateau,5.842696629
138,Male,2019,Plateau,5.983333333
138,Male,2009,Plateau,5.923717372
138,Male,2009,Plateau,6.055343939
138,Male,2013,Plateau,6.101694915
138,Male,2021,Plateau,6.207865169
138,Male,2008,Plateau,5.883681536
139,Male,2009,Plateau,6.548742138
139,Male,2016,Plateau,6.968253968
139,Male,2016,Plateau,6.804232804
139,Male,2015,Plateau,6.842105263
139,Male,2008,Plateau,6.531151003
139,Male,2017,Plateau,6.935828877
139,Male,2010,Plateau,6.809462916
140,Male,2014,Plateau,6.37704918
140,Male,2009,Plateau,5.900229358
140,Male,2016,Plateau,6.237288136
140,Male,2010,Plateau,5.92272203
140,Male,2011,Plateau,5.965517241
140,Male,2018,Plateau,6.429378531
140,Male,2023,Plateau,6.519774011
140,Male,2011,Plateau,5.930635838
140,Male,2017,Plateau,6.224137931
140,Male,2019,Plateau,6.36
140,Male,2022,Plateau,6.68
140,Male,2008,Plateau,6.012918379
140,Male,2008,Plateau,5.863717872
140,Male,2020,Plateau,6.701149425
141,Male,2016,Plateau,6.604395604
141,Male,2010,Plateau,5.9419465
141,Male,2016,Plateau,6.681564246
141,Male,2011,Plateau,6.112676056
141,Male,2008,Plateau,5.960451977
141,Male,2011,Plateau,6.312849162
141,Male,2011,Plateau,6.290502793
141,Male,2009,Plateau,6.405529954
142,Male,2017,Plateau,4.553333333
142,Male,2020,Plateau,4.855263158
142,Male,2023,Plateau,5.213333333
143,Male,2008,Plateau,5.981123793
143,Male,2017,Plateau,6.293478261
143,Male,2016,Plateau,6.810810811
143,Male,2019,Plateau,6.49197861
143,Male,2012,Plateau,6.453708717
143,Male,2023,Plateau,6.95212766
143,Male,2018,Plateau,6.811827957
143,Male,2014,Plateau,6.705882353
143,Male,2015,Plateau,6.948689956
144,Male,2008,Plateau,6.012478729
144,Male,2016,Plateau,6.357954545
144,Male,2022,Plateau,6.488764045
144,Male,2015,Plateau,6.504201681
144,Male,2016,Plateau,6.727272727
144,Male,2013,Plateau,6.561797753
144,Male,2018,Plateau,6.531428571
144,Male,2019,Plateau,6.297142857
144,Male,2021,Plateau,6.371428571
144,Male,2022,Plateau,6.674285714
144,Male,2017,Plateau,6.787356322
145,Male,2009,Plateau,5.574443142
145,Male,2008,Plateau,5.48593048
145,Male,2011,Plateau,5.792575133
145,Male,2011,Plateau,5.649081209
146,Male,2010,Plateau,6.263138037
146,Male,2008,Plateau,6.020573904
146,Male,2011,Plateau,6.065217391
